,URL,Lastmod,Title,Description
10,https://ntrs.nasa.gov/citations/20220017033,2023-08-03,Developing a Hybrid Space Suit Simulator as a Research Tool for Assessing Extravehicular Activity Relevant Workload,"Suited testing time is limited and hard to come by, expensive, and requires a whole team to operate and monitor the suit; however, pressurized spacesuits are not always necessary for initial developmental efforts or assessment of informatics. The Human Physiology, Performance, Protection & Operations Laboratory (H-3PO) at NASA Johnson Space Center (JSC) is developing a Hybrid Space Suit Simulator (HS3) to support characterization of human performance during planetary surface exploration analogs. The primary goal of HS3 is to create a low cost, modular, and unpressurized suit simulator for use as a research tool which provides relevant physical and cognitive workload approximations with EVA-like immersion during planetary extravehicular activity (EVA) simulations. HS3 consists of a soft suit, communication, thermal control, gloves, boots, helmet, and integrated bioinformatics/sensors. The modular design of HS3 allows it to be modified to support test objectives as needed. HS3 enables H-3PO and NASA to complete critical human health and performance testing to address open risks and knowledge gaps in a timely, repeatable, and controlled manner.  

Four engineering runs were completed with HS3 as a baseline for capability. General workload was assessed while traversing on a passive treadmill and conducting geology tasks. Liquid cooling temperature, suit temperature, and metabolic rates were collected during one extended three-hour engineering run. For the duration of the engineering run the suit temperature was 26.6 ± 1.58 °C while suit humidity was 53.7 ± 5.11 %. Helmet temperature was higher than suit temperature at 27.8 ± 1.58 °C. Helmet humidity was lower than average suit humidity at 50.12 ± 11.3 °C. The liquid cooling temperature remained stable at 22.4 ± 1.62 °C. Resting metabolic rate was 597 ± 88 BTU/hr while metabolic rate increased during traverse tasks at 1500 ± 319 BTU/hr and geology tasks at 921 ± 129 BTU/hr. Following the engineering runs, a characterization study will be conducted. The subjects will perform EVA-like scenarios in both a shirtsleeve only and donned HS3, consisting of EVA task circuit focused on traversing, geological rock sampling, and task board manipulation. The characterization study will provide data capability for implementing HS3 in analog EVA testing environments."
11,https://ntrs.nasa.gov/citations/20220017084,2023-08-03,Passive Rocket Diffuser Testing: Reacting Flow Performance of Advanced Configurations,"Upper stage rocket engines are optimized for operation at the edge of space. Ground testing often requires simulation of high-altitude environments to prevent damage from off-design operation. Passive supersonic diffusers are an effective means of establishing the partial vacuum needed around the nozzle exit. The low cost of diffusers relative to active vacuum sources (ejectors, pumps, etc.) provides a perpetual incentive to improve their performance and expand the envelope of passively testable engines. Second-throat diffusers have been the de facto standard for rocket testing since the 1950s, and numerous studies have focused on parametric optimization of the topology. Yet, even the best second-throat designs may require more driving pressure than an upper stage engine can provide. To overcome conventional limits, engineers at NASA’s Stennis Space Center (SSC) adapted an obscure cold-flow diffuser topology to the extremes of immersion in supersonic combustion products. Aerodynamic experimentation was conducted at SSC’s E-3 test stand to quantify the performance of prototypical hot-fire spike diffuser hardware and enable direct comparison to prior states of the art. 

A LO<sub>X</sub>/GH<sub>2</sub> thruster was contoured to approximate the regeneratively-cooled nozzle of an upper-stage engine and fired into 28 downstream diffuser configurations: 16 second-throat, 2 centerbody, and 10 spike. Temperature and pressure were recorded along the test article walls for a range of chamber pressures spanning 3.5 - 5.0 MPa. The second-throat configurations with the lowest start and unstart pressure ratios were shown to outperform equivalent systems in literature and taken as baselines for evaluation of advanced diffuser performance. Compared to these exemplars, centerbody diffusers decreased start pressure ratio by 11% but increased unstart pressure ratio by 15%. Spike diffusers reduced start and unstart pressure ratios by 24% and 9%, respectively."
12,https://ntrs.nasa.gov/citations/20220017144,2023-08-03,"Overview of the NASA Spacecraft Trade Modeling System (NSTRDMS), A Rapid Mission Analysis Tool","A rapid mission analysis tool is developed to support the ongoing design of the Lunar Transit trajectory of the Power and Propulsion Element (PPE). A 50-kW class electric propulsion system is envisioned to transit a massive vehicle be-tween a Medium Earth Orbit (MEO) parking orbit and a lunar L2 southern Near Rectilinear Halo Orbit (NRHO). A parameterization is developed by which the Lunar Transit can be analyzed in the context of varying vehicle mass, solar elec-tric propulsion (SEP) configurations, and solar array power output. A rapid and novel mission analysis tool enables a wide array of these trade analyses to be completed without the need for extensive computing resources or time. This tool is shown to be useful in the analysis of a reference trajectory, where changes to the baseline vehicle architecture or off-nominal operational scenarios (such as electric thruster failures) can be rapidly assessed by the mission designer."
13,https://ntrs.nasa.gov/citations/20220017148,2023-08-03,Exploration Extra-Vehicular Mobility Unit (xEMU) Composite Hard Upper Torso (CHUT) Development,"The xEMU is the Exploration Mobility Unity or space suit designed for microgravity (cislunar and low earth orbit (LEO)) and lunar surface operations. This suit design allows crewmembers to perform extravehicular exploration, science, construction, maintenance, and contingency operations while unattached to a vehicle for life support in pressure and thermal environments that exceed human capability. The xEMU provides life support, environmental protection, and communications capabilities to the EVA crewmember while allowing sufficient mobility and visibility to perform dexterous EVA tasks. The effort documented in this paper, addressed the design, analysis, manufacturing, full-scale test article testing and validation for a Composite Hard Upper Torso(CHUT)unit. Design and analysis of the CHUT was based on measured B-basis properties of the selected S-glass/epoxy composite, and established final geometry, composite layup and interface details that met requirements. A complete manufacturing and assembly protocol was established for the CHUT starting from composite layup in the tool, to final assembly of all interface metal hardware prior to delivery to NASA for suit integration. Full-scale CHUT test articles underwent static and fatigue pressure testing (2 lifetimes), impact testing at critical stress locations for tool drop/microgravity scenarios, followed by post-impact fatigue testing. Effect of manufacturing defects was evaluated by manufacturing a full-scale CHUT with 0.375”/0.5” defects at critical stress locations, followed by static and life-cycle fatigue testing. In all cases, the CHUT design met or exceeded mass, structural, interface and functional requirements. Two (2) complete CHUT articles were delivered to NASA for full-scale suit integration and testing."
14,https://ntrs.nasa.gov/citations/20220017210,2023-08-03,Measurements and Computations of the Turbulent Corner Flow on the NASA Juncture-Flow Model with a Symmetric Wing,"The NASA Juncture Flow experiment is designed to acquire high-quality flowfield data deep in the corner of a wing-fuselage junction specifically for the purpose of computational fluid dynamics (CFD) validation and turbulence model improvement.  This paper will present and discuss the results of a recent experiment with the juncture-flow model in the NASA Langley 14- by 22-Foot Subsonic Tunnel.  The main objective of that test was to expand the existing juncture-flow dataset with a symmetric wing case that displays fully attached, incipient separation, and separated flow in the corner of the wing-fuselage junction, depending on the model pitch angle.  Laser Doppler velocimetry (LDV) measurements were made at three model pitch angles (0 deg: fully attached, 1 deg: incipient separation, and 5 deg: separated flow) and for each one, mean-flow and Reynolds-stress data was obtained on the fuselage and at several streamwise locations along the corner of the wing-fuselage junction. Supporting measurements were made during the test campaign and included model and tunnel wall static pressures, tunnel wall and ceiling boundary-layer rake data, oil-flow visualizations, and laser-based measurements of the as-built model geometry and model position in the test section.  Comparisons between the experimental data and Reynolds averaged Navier-Stokes CFD results will also be presented and discussed."
15,https://ntrs.nasa.gov/citations/20220017271,2023-08-03,Initial Disturbance Fields For Boundary Layer Transition In Aerospace,
16,https://ntrs.nasa.gov/citations/20220017280,2023-08-03,Space Shuttle Program Dual Docked Operations,"- Dual Docked Operations (DDO) is the docking or undocking of a Russian Vehicle (RV) during Space Shuttle Orbiter/International Space Station (ISS) mated operations.
- This paper and presentation summarizes the concept definition, studies, and analysis results generated by the Space Shuttle Program (SSP), ISS Program (ISSP), and Mission Operations Directorate for implementing DDO during mated Orbiter/ISS missions. [1]
- Due to the ever-increasing visiting vehicle traffic to and from the ISS, it became apparent to both the ISSP and the SSP that there would arise occasions where conflicts between a visiting vehicle docking and/or undocking could overlap with a planned Space Shuttle launch and/or during mated Orbiter/ISS operations.
- This potential conflict provided the genesis for evaluating risk mitigations to gain maximum flexibility for managing potential visiting vehicle traffic to and from the ISS and to maximize launch and landing opportunities for all visiting vehicles.
- Reviews were conducted to assess the viability and readiness of the SSP to protect for DDO on any given mission and it was found to be t echnically feasible"
17,https://ntrs.nasa.gov/citations/20220017492,2023-08-03,Measurements and Computations of Natural Transition on the NASA Juncture-Flow Model with a Symmetric Wing,"Experiments were performed in the 14- by 22-Foot Subsonic Tunnel to assess natural transition on the symmetric-airfoil wings of the NASA Juncture-Flow Model. Infrared thermography was used to visualize the heating on the upper surface of both wings of the full-span model, and on the fuselage, for angles of incidence ranging from -10° to 10° at a fixed Reynolds number of 2.4E6 based on the chord length at the wing planform break. The fuselage boundary layer transitioned well upstream of the wing-root leading edge for all conditions. Transition fronts were identified by a steep rise in the surface temperature, and the transition coordinates were transformed from an image-based to a body-fixed system. Additionally, the state of the boundary layer was estimated at pressure ports distributed on the wings through observation of the pressure coefficient as a function of the angle of incidence. For increasing angles of incidence, the transition front was observed to advance upstream, in a mostly spanwise-uniform fashion, from near midchord at α = 0°; however, for increasingly negative angles of incidence, the transition front first receded and then advanced in a nonuniform jagged manner that is typically observed with stationary crossflow. The transition wedges first appeared inboard of the wing break and then spread outboard to near the tip by α = -6°. The upstream shift in transition at positive angles of incidence and the outboard progression of crossflow-dominated transition at increasingly negative angles of incidence are consistent with trends identified in a computational assessment of the boundary-layer transition based on both linear stability analysis and Reynolds-averaged-Navier-Stokes-based transition models. The stability results obtained from the Langley Stability and Transition Analysis Code were used to recalibrate a dual N-factor criterion, which allowed for the prediction of transition fronts that showed excellent agreement with the experiment. The Reynolds-averaged-Navier-Stokes-based models, from the NASA OVERFLOW 2.3 solver, that accounted for the crossflow instability showed mixed results in comparison with the experiment, with the helicity-based Langtry-Menter model performing the best. The experimental data, particularly the cases involving strong influence from both Tollmien-Schlichting and crossflow instabilities, will be valuable for the continued validation and improvement of transition models."
18,https://ntrs.nasa.gov/citations/20220017885,2023-08-03,Exploration Medical Capability Clinical Decision Support Use Cases for CDSS Test Bed,"Long-duration, deep-space exploration missions present significant challenges to crew health and performance. These challenges include the individual and combined effects of microgravity, radiation exposure, isolation, limited resources (mass, volume, power, data, and crew time), limited options for evacuation, and those associated with delayed or constrained communications. Each of these challenges necessitates greater degrees of crew autonomy as our distance from Earth increases. Specifically, as communication delays intensify - and evacuation capability diminishes the further we explore space - the unqualified need for Earth-independent medical operations focused on autonomous diagnosis, treatment and prevention will become key to mission continuation and success. This need will be especially true should a crewmember become ill or injured wherein treatment and disposition “in-situ” ultimately falls to the crew itself to determine. 

To augment the requisite knowledge, skills, and abilities (KSAs) of a time-constrained exploration mission crew operating under stressful conditions, combatting fatigue, and facing a potential medical crisis, a robust clinical decision support system (CDSS) is a probable solution. A CDSS would facilitate, guide, and inform Earth-independent medical operations while assisting crewmembers through various clinical presentations. The CDSS would allow crewmembers to take advantage of pre-mission training tied to the in-flight/in-mission use of pre-planned protocols that offer both a range of diagnostic options and “just-in-time” (refamiliarization) training and assistance. CDSS will expand such capabilities by improving the utility and effectiveness of various available diagnostic, treatment, and health maintenance tools, techniques, and measures."
19,https://ntrs.nasa.gov/citations/20220018221,2023-08-03,Strategic Deconfliction of Small Unmanned Aircraft Using Operational Volume Blocks at Crossing Waypoints,"In this research, first, analytical case studies are performed to understand the parameters on which the minimum temporal separation between unmanned aircraft at crossing waypoints is dependent for enabling strategic deconfliction. The analytical expressions show that the minimum temporal separation is a function of the length and width of operational volume blocks, the relative positions of the active operational volume blocks, groundspeed of unmanned aircraft, and the incoming crossing angle. Next, the parametric study shows that the impact of the incoming crossing angle on the minimum temporal separation at a crossing waypoint increases with an increase in the width of the operational volume blocks. Finally, simulation studies are performed to understand the impact of operational volume block sizing, on-demand departure rate, minimum departure time separation, and the incoming crossing angle on the average ground delay of unmanned aircraft traveling on two routes with a single crossing waypoint and identical on-demand departure rate. Each unmanned aircraft’s estimated time of arrival at a crossing waypoint is adjusted by introducing a ground delay in departure time; no other controls (e.g., speed adjustments) are applied for strategic deconfliction. Simulation studies show that the impact of the minimum temporal separation at a crossing waypoint on the average ground delay of flights is negligible if the minimum departure time separation is at least two times the minimum temporal separation. Therefore, with an increase in minimum departure time separation at a depot, the impact of increased length of operational volume blocks enclosing the crossing waypoint on the ground delay is offset to an extent."
20,https://ntrs.nasa.gov/citations/20220018373,2023-08-03,"Identifying and Documenting Expert Knowledge, A Practical Study of Design Patterns","Globalization, powered by digitization, is increasing technology growth and  knowledge  transfer  rates  to  levels  not  seen  in  the previous  3500  years, obscuring  absolute  truth  and  accelerating  rates  of  innovation  and  production. Competing,or  remaining  competitive,  in  this  global  marketplace  requires  a learning   organization   adopt   a   method   of   capture,   retention,   and   reuse   for demonstrated  tacit  knowledge  to  accelerate  the  development  of  increasingly complex  systems  of  high  quality  at  a  reasonable  cost.  The  architectural  theory  of Patterns and Pattern Language is a validated methodology for mining tacit domain knowledge  from  a  proven  system.  This  work  applies  architectural  theory  to  a multi-year  development  experiment and  captures  exposed knowledgeas  a  design patternin a  model based systems engineering tool, demonstrating  applicability ofdigital  engineering  initiativesin thedescription  and  reuse  of  expert design knowledge.By   creating   and   archiving   model based   expressions   of expert knowledge,a  learning organization canimprovepractical  decision  making  and avoid uninformed concept phase decision making"
21,https://ntrs.nasa.gov/citations/20220018387,2023-08-03,Trajectory Design Considerations for Lunar Surface to Near Rectilinear Halo Orbit Rendezvous,"NASA’s Artemis program plans to use a 9:2 resonant southward Near-Rectilinear Halo Orbit (NRHO) at the Earth-Moon’s L2 libration point to stage assets for a sustained lunar exploration campaign. This architecture includes the use of the Gateway space station positioned in this orbit. While the proximity operations in the NRHO are similar to field-free space dynamics, the far-field rendezvous aspect of the problem is more complicated. We analyze the key drivers of the ΔV performance of the far-field rendezvous problem from low lunar orbit to the Gateway. We find that lunar latitudinal libration is a driving factor to ΔV performance for surface ascent missions that rendezvous with the NRHO, and that transfer time from low lunar orbit to NRHO affects more aspects of the geometry and performance than expected from rendezvous in Keplerian orbits."
22,https://ntrs.nasa.gov/citations/20220018506,2023-08-03,A Cloud Detection Neural Network for Above-Aircraft Clouds Using Airborne Cameras,"We introduce a method convolutional neural networks to detect the presence of clouds in airborne camera images. We quantify the performance of this Cloud Detection Neural Network (CDNN) using human-labeled validation data where we report a 96% accuracy in detecting clouds in testing datasets for both Zenith- viewing and Forward-viewing models. We assess our performance by comparing the flight-averaged cloud fraction of zenith and forward CDNN retrievals, with that of the prototype hyperspectral total-diffuse Sunshine Pyranometer (SPN-S) instrument’s cloud optical depth data. Comparison of the CDNN with the SPN-S on time specific intervals resulted in 93% accuracy for the zenith- viewing CDNN and 84% for the forward- viewing CDNN. The comparison of the CDNNs with the SPN-S on flight-averaged cloud fraction resulted in an agreement of 0.15 for the Forward CDNN and 0.07 for the Zenith CDNN. We then quantify the ability of the CDNN to identify the presence of clouds above the aircraft using a forward- looking camera mounted inside the aircraft cockpit compared to the use of an All- Sky upward-looking camera that is mounted outside the fuselage on top of the aircraft. We present results from the CDNN based on airborne imagery from the NASA Aerosol Cloud Meteorology Interactions Over the Western Atlantic Experiment (ACTIVATE) and the Clouds, Aerosol and Monsoon Processes- Philippines Experiment (CAMP2Ex). For CAMP2Ex 53% of flight dates had above- aircraft cloud fraction above 50%, while for ACTIVATE 52% and 54% of flight dates observed above-aircraft cloud fraction above 50% for 2020 and 2021, respectively."
23,https://ntrs.nasa.gov/citations/20220018582,2023-08-03,Energy Augmentation Concepts for Advanced Airspace Mobility Vehicles,"This introductory paper describes several concepts that could be used for augmenting the energy state of electric Vertical Take-Off and Landing (eVTOL) vehicles.  Advanced Air Mobility (AAM) electric vehicles, just like conventional vehicles, could need additional charge due to depleted batteries (e.g., strong winds along the way) while approaching their destination.  There are three indirect charging and five direct charging concepts presented in this paper.  The concepts are in preliminary research stage and are being refined.  Considering the concepts are for the year 2045 timeframe, there is sufficient time to evolve them, along with the designs of the AAM vehicles.  The paper describes more details and discussion on the desirability, viability, and feasibility of these energy augmentation concepts.  A discussion of barriers and initial investigation approach for three concepts is presented."
24,https://ntrs.nasa.gov/citations/20220018789,2023-08-03,International VLBI Service for Geodesy and Astrometry 2022 General Meeting Proceedings,"This volume is the proceedings of the twelfth General Meeting (GM2022) of the International VLBI Service for Geodesy and Astrometry (IVS), held in Finnish Cyberspace, March 28 through April 1, 2022. The meeting was organized and hosted by the Finnish Geospatial Research Institute (FGI), National Land Survey of Finland (NLS)."
25,https://ntrs.nasa.gov/citations/20220018941,2023-08-03,Numerical Study on the Aerodynamics of an Iced Airfoil With Scale-Resolving Simulations,"Scale-resolving simulations of the NACA 23012 airfoil with horn ice accretion on the leading edge are conducted using the hybrid Reynolds-averaged Navier–Stokes/large-eddy simulation (hybrid RANS/LES) and wall-modeled large-eddy simulation (WMLES) approaches implemented in the Launch, Ascent, and Vehicle Aerodynamics (LAVA) framework. Aerodynamic results at the Reynolds number of 1.8 million show good comparison with the experimental measurements at different angles of attack from pre-stall to post-stall regimes. The pressure plateaus caused by the flow separation and the recovery of pressure inside the separation bubble around the iced leading edge are well predicted with the scale-resolving simulations when sufficient grid resolution is used around the accreted ice. The unsteadiness of the turbulent flows around the iced airfoil is also examined through the turbulent kinetic energy with the Reynolds normal stress anisotropy. Kelvin–Helmholtz instability (KHI) arises at the shear layer triggered by the upper ice horn and leads to rapid laminar-to-turbulent transition over a large range of angle of attack. With the increase of the angle of attack, the region with high turbulence intensity induced by the unstable shear layer spreads quickly over the entire upper surface of the airfoil. The coherent KHI modes from the upper and lower ice horns are extracted using the spectral proper orthogonal decomposition (SPOD) technique. The SPOD modes extracted from the upper shear layer have large-scale variations in the spanwise direction and low-rank behavior where the energy of the leading SPOD mode at each Strouhal number of the KHI largely represents the total energy when the mode number in the spanwise direction is small."
26,https://ntrs.nasa.gov/citations/20220019033,2023-08-03,"Guidelines for Screening, Lot Acceptance, and Derating for Polymer Tantalum Capacitors","These guidelines have been developed for NASA space projects that are planning to use new technology hermetic and chip polymer cathode tantalum capacitors. Polymer Tantalum Capacitors (PTC) selected from MIL-PRF-32700, automotive grade (AEC-Q200) parts, or COTS+ (hi-rel COTS) capacitors should be screened and qualified as suggested in Tables 1-3 and derated per section 9 below. Screening and lot acceptance tests that were carried out for a lot that is intended for flight as a part of the manufacturing process do not need to be repeated"
27,https://ntrs.nasa.gov/citations/20220019047,2023-08-03,Evaluation of Voronoi Meshes for Large Eddy Simulations of High Lift Aerodynamics,"Numerical sensitivity to 3 different Voronoi seeding methods is investigated for Large Eddy Simulations (LES). A second order accurate, non-dissipative finite volume discretization is used to systematically investigate the effects of different polyhedral Voronoi mesh types using a sequence of three canonical problems with increasing complexity. First, inviscid isentropic vortex propagation is studied to demonstrate the substantial reduction of errors for rhombic dodecahedron and truncated octahedral cell types over Cartesian hexagonal cells of identical spacing. Furthermore, the reduction of errors induced at cell-size transitions (grid-coarsening interfaces) due to Lloyd smoothing iterations is quantified. It is shown that by utilizing an appropriate viscous flux discretization, a constant coefficient subgrid scale model is sufficient for non-linear stability at the 2:1 cell-size transitions on polyhedral grids, although some further error reduction does occur when smoothing is utilized. Next, forced homogeneous isotropic turbulence at an asymptotically large Reynolds number is studied to demonstrate the non-dissipative character of the inviscid flux discretization, and the non-linear robustness and accuracy offered by the viscous flux discretization using a subgrid scale model for all three Voronoi grid types. Finally,Wall-Modeled Large Eddy Simulations (WMLES) are performed to study the high-lift aerodynamics on the McDonnell Douglas 30P30N multi-element airfoil at two distinct grid levels and for two distinct Voronoi cell types. The formulation is shown to predict the aerodynamic loading with high accuracy at all angles of attack when sufficient resolution is reached, and the hexagonal prism grid topology, while  computationally more expensive, has higher effective resolution compared to the Cartesian grid topology with the same spacing."
28,https://ntrs.nasa.gov/citations/20220019146,2023-08-03,Direct Analyses of Aqueous Fluids from C-Class Asteroid 162173 Ryugu,"Imaging using X-ray absorption contrast by synchrotron nano-computed tomography (47.4 nm/voxel, 7keV) of a Ryugu pyrrhotite crystal revealed probable fluid inclusions. The inclusions were completely encapsuled in pyrrhotite, suggesting the fluids were trapped in the early stages of crystal growth, and filled with low-Z material. We performed Time-of Flight-Secondary Ion Mass Spectrometry (TOF-SIMS) depth profiling and high-resolution mapping at -120°C to exposure and measure the composition of the trapped fluids in a frozen state. These measurements revealed that the ancient, trapped fluids on Ryugu’s parent asteroid were saline aqueous solutions containing H2O, CO2, sulfur species, and nitrogen- and chlorine-bearing organic compounds identified by representative secondary ion species including O(-), OH(-), CO(-), S(-), Cl(-), C2(-), C2H(-), and CN(-). The inferred presence of CO2 indicates formation of the sulfides, and by implication the Ryugu parent body, beyond the H2O and CO2 snow lines of the early solar system, i.e. > 3-4 au from the Sun."
