,URL,Lastmod,Title,Description
10,https://ntrs.nasa.gov/citations/20210000908,2023-08-03,The Atacama Cosmology Telescope: delensed power spectra and parameters,"We present ΛCDM cosmological parameter constraints obtained from delensed microwave background power spectra. Lensing maps from a subset of DR4 data from the Atacama Cosmology Telescope (ACT) are used to undo the lensing effect in ACT spectra observed at 150 and 98 GHz. At 150 GHz, we remove the lensing distortion with an effective efficiency of 30% (T T), 30% (EE), 26% (T E) and 20% (BB); this results in detections of the delensing effect at 8.7σ (T T), 5.1σ (EE), 2.6σ (T E), and 2.4σ (BB) significance. The combination of 150 and 98 GHz T T, EE, and T E delensed spectra is well fit by a standard ΛCDM model. We also measure the shift in best-fit parameters when fitting delensed versus lensed spectra; while this shift does not inform our ability to measure cosmological parameters, it does provide a three-way consistency check among the lensing inferred from the best-fit parameters, the lensing in the CMB power spectrum, and the reconstructed lensing map. This shift is predicted to be zero when fitting with the correct model since both lensed and delensed spectra originate from the same region of sky. Fitting with a ΛCDM model and marginalizing over foregrounds, we find that the shift in cosmological parameters is consistent with zero. Our results show that gravitational lensing of the microwave background is internally consistent within the framework of the standard cosmological model."
11,https://ntrs.nasa.gov/citations/20210000972,2023-08-03,"Air Pollution Trends Measured From Terra: CO and AOD Over Industrial, Fire-prone, and Background Regions","Following past studies to quantify decadal trends in global carbon monoxide (CO) using satellite observations, we update estimates and find a CO trend in column amounts of about −0.50 % per year between 2002 to 2018, which is a deceleration compared to analyses performed on shorter records that found −1 % per year. Aerosols are co-emitted with CO from both fires and anthropogenic sources but with a shorter lifetime than CO. A combined trend analysis of CO and aerosol optical depth (AOD) measurements from space helps to diagnose the drivers of regional differences in the CO trend. We use the long-term records of CO from the Measurements of Pollution in the Troposphere (MOPITT) and AOD from the Moderate Resolution Imaging Spectroradiometer (MODIS) instrument. Other satellite instruments measuring CO in the thermal infrared, AIRS, TES, IASI, and CrIS, show consistent hemispheric CO variability and corroborate results from the trend analysis performed with MOPITT CO. Trends are examined by hemisphere and in regions for 2002 to 2018, with uncertainties quantified. The CO and AOD records are split into two sub-periods (2002 to 2010 and 2010 to 2018) in order to assess trend changes over the 16 years. We focus on four major population centers: Northeast China, North India, Europe, and Eastern USA, as well as fire-prone regions in both hemispheres. In general, CO declines faster in the first half of the record compared to the second half, while AOD trends show more variability across regions. We find evidence of the atmospheric impact of air quality management policies. The large decline in CO found over Northeast China is initially associated with an improvement in combustion efficiency, with subsequent additional air quality improvements from 2010 onwards. Industrial regions with minimal emission control measures such as North India become more globally relevant as the global CO trend weakens. We also examine the CO trends in monthly percentile values to understand seasonal implications and find that local changes in biomass burning are sufficiently strong to counteract the global downward trend in atmospheric CO, particularly in late summer."
12,https://ntrs.nasa.gov/citations/20210000009,2023-08-03,The 2019-2020 Australian drought and bushfires altered the partitioning of hydrological fluxes,"Though coarse in spatial resolution, the nearly all weather measurements from passive microwave sensors can help in improving the spatiotemporal coverage of optical and thermal infrared sensors for monitoring vegetation changes on the land surface. This study demonstrates the use of vegetation optical depth retrievals from the Soil Moisture Active Passive mission for capturing the vegetation alterations from the recent 2019-2020 Australian bushfires and drought. The impact of vegetation disturbance s on terrestrial water budget is examined by assimilating the vegetation optical depth retrievals into a dynamic phenology model. The results demonstrate that assimilating vegetation optical depth observations lead to improved simulation of evapotranspiration, runoff, and soil moisture states. The study also demonstrates that the vegetation changes from the 2019-2020 Australian drought and fires led to significant modifications in the partitioning of evaporative and runoff fluxes, resulting in increased bare soil evaporation, reduced transpiration, and higher runoff."
13,https://ntrs.nasa.gov/citations/20210000093,2023-08-03,Center for High-Efficiency Electrical Technologies for Aircraft (CHEETA),"The aeronautics industry has been challenged on many fronts to increase efficiency, reduce emissions, and decrease dependency on carbon-based fuels.  With subsonic transports serving as the dominant contributor to the fuel consumption and carbon footprint of global aviation, the need for environmentally-responsible transportation has been met with a boom of research in the field of aircraft propulsion electrification across industry, government, and academic organizations.  However, adoption of electrified propulsion systems for large commercial aircraft today is unattainable, due to the lack of motors and power electronics appropriately sized for these vehicles, high weight requirements of conventional electrical energy storage systems, and new principles required to design these classes of aircraft. The mission of the Center for High-Efficiency Electrical Technologies for Aircraft (CHEETA) program is to develop, mature, and design disruptive technologies for electric commercial aviation.  The associated technologies being researched include distributed aero-propulsion system integration, high-efficiency electrochemical power conversion, flight-weight electric machines and power electronics, materials and systems for superconducting high-efficiency power transmission, and methods for complex system integration and optimization.  Additionally, the current program is investigating the use of unconventional energy storage and power generation architectures, such as liquid hydrogen fuel and high-efficiency fuel cell systems. The research program provides a direct line-of-sight to not only achieving, but potentially even exceeding the aviation community goals for transition to alternative propulsion and energy through convergence of various novel technologies.  The end result of maturation and integration of these technologies is an aircraft system with a quiet, efficient propulsion system that produces zero carbon dioxide, nitrogen oxides, and particulate matter emissions at the vehicle level."
14,https://ntrs.nasa.gov/citations/20210000095,2023-08-03,Development of an Additive Manufacturing Ecosystem for Qualification of Additive Manufacturing Processes and Materials in Aviation,"The major challenges associated with additive manufacturing (AM) are an ability to qualify parts and the costs associated with the technology. Our team will study and mature technologies as detailed below to develop an ecosystem for the qualification of AM machines, which in turn supports the certification of part production. Additive manufacturing offers unique opportunities for the aviation industry in the fabrication of original components and replacement parts.  Aggressive use of metals AM has, for example, allowed the rapid development and production of new launch vehicle designs, at substantially reduced costs.  Aviation has unique challenges, such as higher production volumes, but the potential value of integrating AM into aviation manufacturing is clear. To implement the ecosystem for AM qualification, the team will run a set of six multi-disciplinary projects. Each of these projects will address a current barrier to AM process qualification, and efficient production."
15,https://ntrs.nasa.gov/citations/20210011777,2023-08-03,Southern Bhutan Ecological Forecasting II: Utilizing NASA Earth Observations to Model Land Cover Change and Elephant Wildlife Corridors in Southern Bhutan,
16,https://ntrs.nasa.gov/citations/20210011459,2023-08-03,Medium-Sized Helicopter Noise Abatement Flight Test Data Report,"Helicopter noise has consistently hindered operations within urban areas and surrounding communities. To combat this, an extensive flight test campaign, described herein, was conducted to gather acoustic data to support helicopter noise research (e.g., physics-based modeling, operational planning, etc.). Acoustic measurements were collected from four helicopters in the medium-sized weight class with maximum takeoff gross weights between 7,400 and 14,200 lb: a Bell 205 “Huey”, a Sikorsky S-76D, a Leonardo AW139, and a US Coast Guard MH-65 Dolphin (a variant of the commercial Airbus AS365 Dauphin). Each aircraft per- formed a subset of level flyovers, steady descents, turns with various initial conditions, and noise abatement approaches. A distributed ground microphone array spanning approximately 2,000 by 4,000 ft collected measurements of each flyover event. Additionally, a dedicated semicircular microphone array was used for gathering acoustic measurements of static conditions (e.g., hover). This report provides an overview of the flight test methodology, conditions tested, equipment used, and details of the accompanying distribution dataset. Figures of sample results generated for each test point are included to enable comparison and selection of the data at the discretion of the user. Specifically, source noise hemispheres of the steady flight conditions illustrate directivity of over- all levels. Noise contours over the array provide insight into the ground levels associated with approaches and turning events. These data figures are derived from the original acoustic pressure-time histories and vehicle tracking data that are provided in the distribution dataset."
17,https://ntrs.nasa.gov/citations/20210011588,2023-08-03,Northern Great Plains Disasters: Using Earth Observations and Google Earth Engine to Enhance Flood Monitoring on Tribal Lands in the Northern Great Plains,
18,https://ntrs.nasa.gov/citations/20210011598,2023-08-03,Integration of Low-Fidelity MDO and CFD-Based Redesign of Low-Boom Supersonic Transports,"A mixed-fidelity low-boom multidisciplinary optimization (MDO) problem is formulated for integration of low-fidelity MDO and computational fluid dynamics (CFD) based low-boom inverse design optimization. The mixed-fidelity low-boom MDO problem aims to enforce the weight consistency for CFD-based low-boom inverse design optimization: the optimum low-boom configuration is designed for the weight at the start of cruise of the same configuration for the low-boom overland mission. Moreover, it also seeks the optimum trades among the maximum takeoff gross weight (MTOGW), cruise Mach, and range for the low-boom overland mission while meeting the requirement of flying a transatlantic overwater mission. A block coordinate optimization (BCO) method is developed to find an approximate solution of the mixed-fidelity low-boom MDO problem. The BCO method is successfully applied to generate two CFD-based low-boom configurations that closely match two reversed equivalent area targets with ground noise levels below 70 PLdB, respectively. Moreover, these CFD-based low-boom configurations can be obtained with minor wing modifications from the solutions of the low-fidelity MDO problem. The low-fidelity MDO solutions are Pareto points for constrained multiobjective optimization of MTOGW, low-boom cruise Mach, and low-boom range. The best low-boom concept has a predetermined fuselage shape tailored for passengers and main gear storage, carries 40 passengers at seat pitch of 48 in, flies a low-boom overland mission with cruise Mach of 1.8 and range of 2,950 nm, cruises overwater at Mach 1.8 with range of 3,600 nm, satisfies the specified constraints for landing/cruise/takeoff, has MTOGW of 145,164 lb, trims the low-boom cruise flight with fuel redistributions instead of control surface deflections, and has a reversed equivalent area distribution closely matching a target with ground noise level below 70 PLdB."
19,https://ntrs.nasa.gov/citations/20210012002,2023-08-03,Amino Acid Abundances and Compositions in Iron and Stony-Iron Meteorites,"The organic compositions of carbonaceous chondrite meteorites have been extensively studied; however, there have been fewer reports of other meteorite classes, and almost none from iron meteorites, which contain much less carbon than carbonaceous chondrites but make up ~4% of observed meteorite falls. Here, we report the bulk amino acid content of three iron meteorites (Campo del Cielo, IAB; Canyon Diablo, IAB; and Cape York, IIIAB) and both the metal and silicate portions of a pallasite (Imilac). We developed a novel method to prepare the samples for analysis, followed by hot water extraction and analysis via liquid chromatography‐mass spectrometry. Free amino acid abundances ranging from 301 to 1216 pmol/g were observed in the meteorites, with the highest abundance in the silicate portion of the pallasite. Although some of the amino acid content could be attributed to terrestrial contamination, evidence suggests that some compounds are indigenous. A suite of C(5) amino acids was observed with a distinct distribution favoring a straight chain (n‐pentanoic acid) structure; this straight chain dominance is suggestive of that observed in thermally altered stony meteorites. Amino acids were also observed in terrestrial iron granules that were milled and analyzed in the same way as the meteorites, although the distribution of detected amino acids was different. It is possible that similar formation mechanisms existed in both the meteorites and the terrestrial iron, or that observed amino acids resulted from reactions of precursors during sample preparation. This work suggests that iron meteorites should not be overlooked for contributions of amino acids and likely other soluble organic molecules to the early Earth. Future studies of iron–nickel meteorites and asteroids, such as Psyche, may provide further insights into their potential organic inventory."
20,https://ntrs.nasa.gov/citations/20210011623,2023-08-03,Residual Temperature Bias Effects in Stratospheric Species Distributions from LIMS,"The  Nimbus  7  Limb  Infrared  Monitor  of  theStratosphere  (LIMS)  instrument  operated  from  25  Octo-ber 1978 through 28 May 1979. Its version 6 (V6) profileswere  processed  and  archived  in  2002.  We  present  severaldiagnostic  examples  of  the  quality  of  the  V6  stratospheric species distributions based on their level 3 zonal Fourier co-efficient products. In particular, we show that there are smalldifferences in the ascending (A) minus descending (D) or-bital temperature–pressure orT(p) profiles (theirA−Dval-ues) that affect (A−D) species values. SystematicA−Dbi-ases inT(p) can arise from small radiance biases and/or fromviewing anomalies along orbits. There can also be (A−D)differences inT(p) due to not resolving and correcting forall of the atmospheric temperature gradient along LIMS tan-gent view-paths. An error inT(p) affects species retrievalsthrough (1) the Planck blackbody function in forward calcu-lations of limb radiance that are part of the iterative retrievalalgorithm of LIMS, and (2) the registration of the measuredLIMS species radiance profiles in pressure altitude, mainlyfor the lower stratosphere. There are clearA−Ddifferencesfor ozone, H2O, and HNO3but not for NO2. Percentage differences are larger in the lower stratosphere for ozone andH2O because those species are optically thick. We evaluateV6  ozone  profile  biases  in  the  upper  stratosphere  with  the aid  of  comparisons  against  a  monthly  climatology  of  UV–ozone soundings from rocketsondes. We also provide resultsof time series analyses of V6 ozone, H2O, and potential vor-ticity for the middle stratosphere to show that their average(A+D) V6 level 3 products provide a clear picture of the evolution of those tracers during Northern Hemisphere win-ter. We recommend that researchers use the average V6 level3 product for their science studies of stratospheric ozone andH2O, while keeping in mind that there are uncorrected non-local thermodynamic equilibrium effects in daytime ozone inthe lower mesosphere and in daytime H2O in the uppermoststratosphere. We also point out that the present-day Soundingof the Atmosphere using Broadband Emission Radiometry(SABER) experiment provides measurements and retrievalsof temperature and ozone that are nearly free of anomalousdiurnal variations and of effects from gradients at low and middle latitudes."
21,https://ntrs.nasa.gov/citations/20210011664,2023-08-03,Quantum Computing to Accelerate High Fidelity Computational Materials Modeling,"In this CIF we worked to develop quantum algorithms for material science simulations based on new ideas recently proposed on plane wave basis sets.  Many body simulations are not generally performed in plane wave basis sets on classical hardware, but with newly proposed quantum algorithms, it is possible this will be a highly efficient basis set to run quantum simulations on quantum hardware.  Using state of the art classical simulations we ran small test simulations to estimate the resources that will be needed to run such plane wave algorithms on quantum hardware.   We demonstrate our approach for a series of atoms and molecular systems."
22,https://ntrs.nasa.gov/citations/20210012753,2023-08-03,Spatio-Temporal Patterns of Optimal Landsat Data for Burn Severity Index Calculations: Implications for High Northern Latitudes Wildfire Research,"Satellite remote sensing has been widely used for the evaluation of wildfire burn severity in various ecosystems. While a variety of remote sensing-based burn severity indices have been developed, the Landsat-based differ-enced Normalized Burn Ratio (dNBR) presents the most widely-used approach to burn severity assessment for fire research and management. Although dNBR-based approaches have been continuously updated, including the development of the relative dNBR (RdNBR) and the Relativized Burn Ratio (RBR), one key obstacle for the reliable applications of the burn severity indices in the high northern latitudes has not been adequately addressed. Specifically, optimal Landsat image pairs are very rarely available for the calculation of the burn severity indices in certain regions of the high northern latitudes (HNL), resulting in the burn severity index outputs calculated for a large number of wildfires being considerably affected by non-fire-related factors. The suboptimal selection of image pairs may have partially contributed to the lack of consistency in the performance of the burn severity indices in the HNL regions. In this paper, we systematically evaluated the impacts of sub-optimal image pairs on signal stability through two sets of analyses conducted at different spatial scales. First, at the regional scale, we examined the burn severity indices calculated for a selection of wildfires in Alaska. Here, we demonstrate the inconsistent performance of the same index calculated based on Landsat data that are typically considered as “optimal”. In addition, we show that the calculated indices may be more prone to the negative impacts of these inconsistencies, thus leading to reduced reliability, when there is limited Landsat data availability. Second, at the continental scale, we show that certain areas in the HNL, especially Alaska during the pre-2000 era, are subject to the potentially strong negative impact associated with the limited data availability. Through systematically analyzing this issue, we hope to not only divert more attention to it but also to provide potential solutions, based on which further improvements that may be of particular importance for research on Arctic wildfires could be made."
23,https://ntrs.nasa.gov/citations/20210013085,2023-08-03,Origins Space Telescope Science Drivers to Design Traceability,"The Origins Space Telescope (Origins) concept is designed to investigate the creation and dispersal of elements essential to life, the formation of planetary systems, and the transport of water to habitable worlds and the atmospheres of exoplanets around nearby K- and M-dwarfs to identify potentially habitable—and even inhabited—worlds. These science priorities are aligned with NASA’s three major astrophysics science goals: How does the Universe work? How did we get here? and Are we alone? We briefly describe the science case that arose from the astronomical community and the science traceability matrix for Origins. The science trace-ability matrix prescribes the design of Origins and demonstrates that it will address the key science questions motivated by the science case."
24,https://ntrs.nasa.gov/citations/20210013097,2023-08-03,Propellant Delivery via VDC Driven Pump,"The SMART (Scalable Mobile Autonomous Rocket engine Test) testbed system initiative at SSC was conceived to attempt to address many of the principal cost drivers in developing and maintaining a rocket engine test facility. The system (optimized to test engines and components generating up to 10K lbf nominal thrust) is serving as a testbed for innovative technologies and processes to provide lower cost test services with a rapid test cadence and expedient turnaround times. The system can also potentially be used as a testbed to test other related technologies relevant to surface situations (e.g., moon, Mars associated with crogenic fluid management, engine/component testing, autonomous operations, etc.).  This FY20 CIF project, being conducted as part of the SMART testbed system, is developing and testing a propellant delivery system via electrically driven centrifugal pumps (obviating dependence upon Multi-Layer Pressure Vessels) with configuration and operation by a minimal number of personnel. During FY20 the team identified the requirements and worked with P3 and Masten Space Systems to develop the long lead (9 months after receipt of order) items, the 400 VDC pumps, for delivery in mid FY21. Since control of the 400 VDC pump motor is not well developed the team has established heuristics to control flows in LN2 at off nominal shaft speeds to allow deep throttling of the pump in flow test scenarios. Various test scenarios including nominal i.e. high flow high pressure, high flow low pressure, low flow high pressure, low flow low pressure, minimum throttle step change, and low inlet pressure cavitation testing were developed ahead of the anticipated hardware delivery and test. FY20 COVID Stage 3 conditions restricted access to the center and hindered lab work, so efforts focused on the system design and testing plans along with the project procurement paperwork for the hardware... now with its anticipated delivery in spring FY21.  Some limited access to the center is expected by spring/summer FY21 for the continuing second year (FY21) CIF project effort meant to be focused upon system integration and initial testing."
25,https://ntrs.nasa.gov/citations/20210013098,2023-08-03,Multi-Physics Based Thermo-Well Fatigue Design Tool,"In this study, mathematical-based models for fatigue life were developed for Resistance Temperature Detectors (RTDs)/thermo-wells in high-pressure, cryogenic flow environments. A literature review that identified bench-scale stainless steel fatigue data at cryogenic temperatures that can be used to validate fatigue life mathematical models was pursued. Developing the ability to predict the fatigue life of RTDs/thermo-wells in high-pressure, cryogenic flow environments, especially liquid oxygen (LOX), will lead to a lower incidence of RTD damage and failure during propulsion test activities. During this performance period, the project was transitioned to a computational RTD/thermos-well fatigue modeling effort rather than the previously proposed experimental fatigue testing in FY19 since the computational modeling approach will provide a better fundamental understanding of fatigue behavior at cryogenic temperatures prior to pursuing potentially costly experimental tests.  Due to COVID-19 issues impairing access to some needed university partnerships, tools and lab facilities, FY20efforts are continuing into FY21 and will be reported upon in greater detail in the FY21 report"
26,https://ntrs.nasa.gov/citations/20210013109,2023-08-03,A Real-time View of Orbital Evolution in HM Cancri,"HM Cancri is a double-degenerate binary with the shortest orbital period presently known. The 5.36 minute period is seen as a large amplitude, soft X-ray modulation, likely resulting from a hot-spot produced by direct impact accretion. With such a7short orbital period it is expected to have a gravitational wave luminosity comparable8to or larger than that in the X-ray, and its orbital frequency is known to be increasing9at a rate consistent with the expected loss of angular momentum due to gravitational radiation. We use recent Neutron Star Interior Composition Explorer(NICER) observations to extend its long-term X-ray timing baseline to almost 20 yr. Phase coherent timing of these new data combined with existing Chandra data demonstrates conclusively that the rate of orbital frequency increase is slowing, and we measure a non-zero f0=8.95 ± 1.4 x 1027 Hz s2, to our knowledge the first such measurement of its kind for any compact astrophysical binary.  With the simultaneous high precision measurement of f0= 3.557 ± 0.005 x 1016 Hz s1, we estimate that the system17will reach its maximum orbital frequency of fmax 3.1172091 mHz in 1,260 ± 200 yr, indicating that the system is close to its epoch of maximum orbital frequency. Assuming mass transfer is conservative, the measurement of f<0 implies that the20accretion rate from the donor is growing, with 5.4 x 1010<M2<4.0 x 1010 M⊙yr2. Further quantitative comparisons with theoretical models should enable more precise inferences regarding its current evolutionary state."
